「あっ」という
大欠伸
大人かな
大人になる
大落日
大廂
男ゐて
男声
置きにけり
置き並べ
置所
遅れけり
墜ちゆけり
追いかける
追いつける
追ひ越しぬ
弟弟子
怒られた
尾垂れたる
夫在らず
負はれゆく
負ひゆける
面白い
面白や
躍り居る
幼き日
踊り笠
落しもの
落ちつかず
落ちる滝
落ち込んで
落ち葉掃き
落ち来る
落としけり
落縁に
落葉かな
老いゆくか
老の眉
老ひとり
奢りとす
朧かな
朧月
檻の中

カープ勝つ
かえてゆく
かえらない
かかげたり
かかはらず
かがみもち
かがやくよ
かがよへる
かかり船
かきけされ
かき氷
かき鳴らす
かぐや姫
かくれがち
かくれつつ
かくれてる
かくれんぼ
がけっぷち
かけぬける
かける声
かけ下りし
かこまれて
かこみつつ
かざしくる
かざってる
かさになる
かしづきぬ
かぜがふく
かぞへゆく
かたすみに
かたつむり
かたむける
かなしさよ
かなしそう
かなたより
かばかりに
かぶってる
かぶと虫
かへりみる
かへり見し
かまどの火
カメラ人
カメ脱走
かもしれぬ
カモ泳ぐ
かも知れぬ
からからに
からすうり
カラスくる
ガラス玉
ガラス棒
からだ張る
からみつく
カレンダー
カンガルー
哀しくて
囲んでる
畏まる
隠し味
隠れてる
影つくる
影のびて
影よぎり
影をひく
影移る
影一つ
影伸びて
影動く
影法師
影法師
仮分数
可愛さよ
可能性
家系なり
家族あり
家族の輪
河川敷
火事ですよ
菓子ケース
我慢する
画家がでた
会話かな
解体車
快復し
皆勤賞
開催だ
外国人
蛙鳴く
垣の外
垣間見ぬ
柿たわわ
核家族
核心へ
学げい会
学芸会
学舎見ゆ
学寮よ
楽器店
笠の紐
活字組む
滑走路
乾きをり
乾く夜
寒げい古
寒桜
寒椿
寒卵
感じつつ
感じてる
感じとる
感謝の日
監督さん
観世音
観世流
還らざる
還り来ぬ
顔きびし
顔つくる
顔の影
顔ばかり
帰りけり
帰り道
鏡だな
鏡餅
金下ろす
駆けあがり
駈け下りる
傾きぬ
桂浜
軽はずみ
欠けてゆく
肩に乗せ
鍵の穴
鍵を掌に
固くなる
枯野かな
語りをる
語り出す
考える
紙一重
紙芝居
重なりて
重ねたり
重ねつつ
重ねみる
書いたみたい
書いている
書いてから
書いてみる
書きとめる
書き消して
硝子越し
鐘をうつ
飾りたる
飾りつけ
神だのみ
数知れず
川に見ゆ
川原石
川向ひ
川渡る
舵をとる
通ひみち
買いに行く
買うお菓子
買ひに出て
買ひ置きぬ
髪を結ふ
髪束ね
彼を待つ
描きつづる
描き込んだ
風ありぬ
風が撫づ
風たまに
風となる
風ながら
風になる
風に聞け
風のよう
風の吹く
風の声
風の木々
風わたる
風を待ち
風移り
風薫る
風光る
風変り
風立ちぬ
壁立てり
変るなり
片ながれ
片思い
片日影
耀きぬ
籠の影
籠の中
蝸牛

きかないで
きざむ音
きそひたる
ギター弾く
キタキツネ
きてあそぶ
きのふけふ
キミとボク
キミのもの
きみの嘘
きめた春
キューピット
きらびやか
きんぎょさん
黄に染むる
岸高し
奇応丸
帰郷かな
気を拾う
気持ちかな
気付いた冬
気泡見ゆ
汽車で過ぐ
汽車の影
汽笛かな
季節かな
紀行文
記憶にて
記念館
客が来る
客とをり
客少な
休憩所
休耕田
給水車
給付金
旧砲台
距離くらい
漁夫の顔
魚板鳴る
京の町
競走中
共和国
境界線
鏡中に
金メダル
金閣寺
金魚かな
金木犀
君が好き
君のせい
君のよう
君の色
君の癖
君を待つ
君想う
君来たり
決めている
狐雨
狐色
効きめあり
今日の月
今日の自分
今日の母
今日も見つ
樹々の風
傷心
消えていく
消えやらず
消え去った
勢かな
切ってをり
切りにけり
切り捨てる
切り落とす
切符買う
着替えする
聴きに行こう
聞いている
聞いてみる
聞こえたよ
聞こえてきそう
聞こえるよ
北の果
木に吊す
木に吊られ
木のすがた
木の根ほり
木の扉
来しごとく
来し猫よ
来て学ぶ
来て待てる
軋む音

くい残る
くぐり入る
くさぐさを
くひこぼし
ぐらつかす
クリスマス
くるまれたい
くる寒さ
くれた春
クローバー
暗うしぬ
暗くなる
暗くなる
雲の下
雲の中
雲往来
雲間より
九十九里
句読点
愚にかへる
喰ひちらす
櫛一つ
靴ぬいで
靴のあと
靴ヒモのよう
靴洗う
靴磨き
栗ご飯
鍬入れる
薫風よ
口あける
口づけす
口渇く
国を行く
国訛り
黒き目を
昏れゐたる
首飾り
唇開く
唇甘し
厨口
厨窓
組体操
草の闇
草の上
草の色
草の中
草の餅
草を摘む
釘のあと
釘をうつ
曇るべく
配ります
暮しの灯
暮の駅
暮の秋
暮れすすむ
暮れてより
暮れのこる
暮れまどふ
来る薄さ

けしきにて
けたたまし
けとばした
けなげかな
けぶらへる
ケヤキの木
けんかちゅう
煙立つ
下校する
下駄の音
下駄の跡
下駄の泥
化粧して
芸術品
劇に泣き
劇作家
県境
減少す
源氏物語
玄米茶
蹴りかえす
蹴り落す
消されぬ灯
消してくれ
毛並よき

ごあいさつ
ごう速球
ここかしこ
ここだけの
ここにいる
ここに絶ゆ
ここに置く
ここまでも
こたつにて
こちを見る
ごとく見ゆ
この一瞬
この寒さ
この甘さ
こぼれつぐ
こぼれ居り
こぼれ落つ
こまってる
ころんでる
こわくなる
こゑかくる
コンペイトー
衣がえ
越えてゆく
越しの恋
恐くなる
金平糖
言葉にて
古人の句
弧を描く
故郷かな
湖国なる
五羽殺す
五官かな
五肢洗う
五十年
五線譜に
五六日
五六本
午前９時
御所の土手
誤字の絵馬
鯉のぼり
鯉二匹
鯉幟
交差点
公使館
幸福に
更衣
硬貨鳴り
高野山
高齢化
合格鉛筆
合格者
合格証
刻が来て
告白す
腰かけぬ
此市民
困ってる
紺がすり
細やかに
仔牛かな
子が帰る
子が笑う
子ども達
子と住めり
子と母と
子にとまる
子に読ます
子の帰る
子の手術
子の寝いき
子の夢路
子はゴッホ
子は起きぬ
子らと漕ぐ
子育て中
子供の目
子供来る
子守唄
子守唄
子等の声
子等の昼
子等もぐる
事もよし
小言聞く
小商い
小正月
小銭投げ
小鳥かな
小鳥たち
小鳥来る
小盃
小買物
小風呂敷
心あて
心まち
心地よし
声がわり
声きこゆ
声も消し
声をあぐ
声太き
声透る
声放つ
漕いだ夏
転びけり
凍ってる
答えけり
如きかな
如くかな
濃きうすき
濃きココア
濃くなるを
濃く書こう
濃く小さし
濃紫
粉薬
木がくれに
木漏れ日と
恋ごころ
恋してる
恋のよう
恋の音
恋の花
恋の始まり
恋の色
恋ひ来たる
恋をして
恋をする
恋始め
恋終わる
恋心
恋模様
炬燵かな

さあ開け
さがしてる
さがしに行く
さからえず
さかり待つ
ささえてる
ささってる
さざめきぬ
さしのぶる
さすらいて
さだめなき
さとうきび
さびしけれ
さびしさよ
さめずあり
さようなら
されてるの
さわがしい
さわぎだす
さわぎ出す
ざわめいた
さわらして
さわれたよ
サンマかな
栄えあれ
寒いです
寒い冬
寒さかな
寒すぎる
逆上がり
去ってゆく
去りにけり
魚干す
狭山池
郷の道
五月晴れ
悟る夜
幸あれと
座ごしらへ
坂くだる
坂の壁
坂をゆく
坂下る
咲きいでし
咲きほこる
咲き満てる
咲くところ
柵の内
桜の木
桜貝
桜散る
桜色
桜島
桜道
桜餅
皿に盛る
皿洗ふ
三の酉
三歳児
三時間
三周忌
参考書
山河あり
散ってゆく
散歩道
射す夕日
遮られ
酒尽きず
触はられぬ
盛りかな
先に逝く
先に飛ぶ
騒がしく
探しおり
探してる
盃交わし
里帰り
裂いている
裂かんとす
裂けるかに
棹をさす

１６の夏
しきり打つ
したひ鳴く
しづかなり
しづ心
しているよ
してみたい
して困る
しない母
しばし寝る
しほれをり
しまい風呂
しまおうか
しめなほす
しもばしら
しも柱
しゃべりだす
しゃぼん玉
シャボン玉
じゃまをする
ジャンプする
しりぞきぬ
しろふくろう
しをれがち
しんけんだ
しんしんと
シンデレラ
しんのやみ
シンボルだ
塩の壺
塩むすび
下にあり
下をとぶ
下一桁
絞りけり
刺繍糸
四囲の山
四角いか
始業式
死にゐたり
死後のこと
私立高
紫紺かな
詩をよくす
詩を作る
字を食べて
時間かな
自己嫌悪
自己主張
自在鍵
自尊心
自分だけ
鹿おどし
鹿に会い
式部の実
七五三
漆黒に
実家まで
社会面
邪魔らしい
釈迦如来
主役です
朱唇かな
朱唇仏
受け取り人
受験坂
受験生
樹下の石
修正ペン
修理出す
秋暑かな
終戦日
終着駅
終電車
十五歳
十三夜
十字の碑
十時打つ
十二月
柔軟剤
塾へ行く
出陣だ
出土品
出発す
初心めく
書を読めり
書を買ひぬ
書斎より
女子高生
序章なり
除夜の鐘
小宇宙
小句会
少年期
消滅し
賞を受く
上戸にて
城の跡
錠卸す
燭ともる
職ある日
食膳に
食堂車
信じこむ
信じたい
審査員
心配す
新芽かな
新学期
新入生
新部員
新聞紙
深海魚
真珠の輝き
神経科
静かさよ
静かだな
静まらず
静まりぬ
舌みたい
霜柱
知っている
知らざりき
知らせてる
知らぬ子達
知り合いだ
潮に乗る
潮の中
潮の匂い
潮干狩り
沈みをり
沈み去る
沈む雲
鎮めをり
島に船
島畑
白いシャツ
白い羽
白い息
白きこと
白くせり
白ごはん
白さかな
白妙に
縛られて
縛られに

すぎていく
すくいけり
すくいだす
すぐしずむ
すぐ冷める
すこし読む
すこし剥ぐ
すさまじく
ススキたち
すずめさん
すするお茶
すぶりする
すべりがち
すべり台
ずり落ちて
するかるた
するどさよ
すれちがう
すれ違う
すれ違ひ
過ぎゆけり
吸いこまれ
吸い込めり
吸い込んで
吸はれゆく
好きでいる
好きでした
好きですと
好きと知る
好きな空
荒びつつ
砂の音
砂時計
座る母
捨ててある
捨処
住んでいる
垂直に
水蒸気
水曜日
澄んだ水
棲まわせり
西瓜割る
煤払う
梳きにけり

セーラー服
せおってる
せかされる
せせらげる
せはしさに
セミの殻
セミ鳴いて
ぜんぶある
競り終わる
攻めており
世間かな
瀬を前に
整列す
清教徒
西北に
青春だ
青年期
静寂かな
静電気
蝉の声
蝉時雨
千枚田
戦闘中
洗濯機
背にしょって
背を押され
背戸の納屋
背伸びした
背伸びする
背中おす
迫りおり

そこここに
そこらまで
そっちのけ
そっと下げ
そっと置く
その先に
その脇に
そばに居て
そむけあひ
そむけたる
そめし子と
そめられた
それぞれに
それっきり
そろう時
ぞろぞろと
育ちけり
育ててる
園にあり
園に入る
沿ひ上り
外は雪
外寒し
空がいう
空が海
空にあり
空に消ゆ
空の青
空の川
空の虹
空ほえる
空まさを
空を見る
空仰ぐ
雑煮かな
雑煮餅
染まってく
染めあげる
祖父の背
祖父の梅
祖父はなし
祖母が居て
祖母に逢う
祖母の家
祖母の暮
葬の家
葬もどり
増量中
造成地
側の春
卒業す
卒業期
卒業式
揃えたり
揃えよう
底力
卆園し
空青けれど
空あらはれる
そらいっぱいの
空翔けるなれ
空かけ渡る
空かんばしく
空紅に
空しみじみと
空低れかかる
そらでは雲が
空と触れゐて
空と水との
空流れゆく
空に仰ぎて
空に揚りて
空に遊べり
空に浮かれて
空におさゆる
空に消えるだけ
空にこゑして
空にしづもる
空にしられぬ
空に吸はれし
空に轟き
空に昇つて
空には白く
空にひたりて
空に蓋する
空にまよへり
空にむらだつ
そら匂はせむ
そらにも悪魔
空にやすらふ
空に横たふ
空にわづらひ
空のあちらに
そらの泉を
空のいづこに
空の奥処に
空のお国も
空の鏡に
空のかげ路を
空の小隅の
空のこなたの
空の沈黙を
空の澄みやう
空の高さよ
空のなかばに
空の名残を
空の野原の
空の一隅
空のひとところ
空の真洞は
空のみどりに
そらはがらんと
そらばかり見る
空ひとはけに
空へのうぜん
空ほのぼのと
空みなぎりて
空もいんいん
そら行くかげを
空をうろつき
空を泳げる
空を匿して
空を風行く
空を飛ぶとき
空をも削る
空をゆすりて
揃つて空を

たからさがし
たけなはに
だし香る
たそがるる
たたむ春
ただよへる
たたら踏む
ただ一輪
ただ消ゆる
たちいづる
たちいでて
たちのぼる
たてまつる
たのみとす
たばこ店
だまり居る
ためておく
たるみかな
ダンスする
タンポポよ
楽しいな
楽しみに
玉のごと
高さにて
高らかに
高々と
高足駄
種をまく
種物屋
丈高し
食べてるの？
食べながら
食べに行く
食ベる昼
垂れそむる
束ねたる
束ね髪
足してやる
太公望
太陽さん
太陽と
打席立つ
体操着
台所
大の字に
大家族
大銀河
大傾斜
大都会
大般若
大不況
大旅行
第一区
第一歩
滝生まる
卓球部
啄木忌
凧の糸
達磨市
谷のさま
谷向ひ
谷明り
単語帳
炭酸水
誕生日
誕生日
壇の下
竹トンボ
竹明かり
竹林
田へ傾ぎ
田植えかな
田圃道
倒れるの
宝くじ
宝物
抱かせけり
抱かれいる
抱きしめる
抱き締める
抱くごとく
頼もしい
立ち去れば
立ち止まる
立っている
立つのだろう
立寄れば
立並び
立話
旅したい
旅づかれ
旅の妻
旅の夜を
旅ゆけり
旅をする
旅衣
旅鞄
旅土産
旅日記
嶽一つ

チアガール
ちぢこまる
チャイム鳴る
チョコレート
ちょっとちがう
ちらばれる
ちりゐたる
近いかも
近かりし
近づけぬ
血がかいだ
血が騒ぐ
血筋かな
散りぢりに
散りゆくを
散り残る
散る下に
縮めてく
小さい手
小さくす
小さな鶴
千歳川
知恵袋
地にとどく
地にとまる
地に低き
地に敷ける
地のほてり
地下にあり
地下工事
地球だけ
地球だよ
地球人
地声出す
地蔵尊
地平晴れ
蓄音機
茶がうまい
茶を淹れる
茶碗蒸し
中学生
中年期
蝶がいる
蝶が舞う
超音波
父がいる
父と母
父にあう
父にのみ
父の鎌
父の指
父の杖
父の背に
父の部屋
父も来る
父淡し
父老いぬ
力もつ
鏤ばめし

ついてくる
ついて行く
つぎつぎに
つくしの子
つくしんぼ
つくるかな
つくるだけ
つくろはず
つけたのか
つつみこむ
つながれて
つなぎおり
つむりける
つらい坂
ツララの歯
つれてくる
貫ける
机掛
詰めこんで
継ぎ目なき
月さわる
月の檻
月をみる
月明し
告げた花
告げる村
妻となり
妻へ文
妻を呼び
妻を恋ふ
妻強し
妻綺麗
作られた
作りたい
作り声
作り眉
使い切る
杖の音
杖の役
積まれゆく
通学路
通行中
通知表
掴めない
壷に活け
吊し柿
摘みながら
伝えたい
土筆坊
突っ走る
梅雨便り
疲れたり
疲れをり
捕まえに
冷たさよ
連れ戻る
露が散り
露の玉

ティータイム
でかくなる
できあがり
できている
できるかな
できるまで
てくてくと
テストあり
でゆの谷
テレビ見る
テレビ塔
寺の屋根
寺を出る
手がでるか
手が届く
手ですくい
手と頭
手にラムネ
手に応ふ
手に秘める
手の平に
手もブルル
手をあたふ
手を広げ
手紙かく
手袋へ
手伝って
手内職
出かけたい
出ていたよ
出てくるね
出入口
掌にすくふ
丁寧語
停留所
定期券
定期便
敵多し
鉄を打つ
天に立つ
天井を
天使かな
天満宮
転職す
電車ゆく
電線に
電話口
電話受く

ドアの音
ドアの風
どう映る
とおってる
とく出づる
とけやすく
とこが好き
どこか似て
どこまでも
どこ行くの
どぜう汁
とっちゃうよ
となりの子
とびめぐる
とび消えし
とぶばかり
トマト買ふ
とまりゐぬ
ともってる
ともる時
とりのこえ
とろとろに
どろ遊び
とわ言わず
とんでくる
遠い夏
遠きひと
遠く歩す
遠ざかる
遠ざける
遠回り
遠出する
遠筑波
解き放つ
止めたまへ
止めてくれ
時うつる
時なしに
時計巻く
時計見る
時計台
時早し
取りに行く
十日ごろ
尖りけり
鳥になる
鳥のよう
通り雨
通り去る
通り抜け
点し行く
登校す
途中下車
都会人
土間匂ふ
土着者
冬眠中
塔高し
灯りたる
同級生
堂の縁
堂の下
峠かな
得意わざ
届くかな
届けられ
鈍行車
年の暮
年暮れり
扉あく
飛ばしてる
飛びあへり
飛びこんだ
飛ぶもあり
飛べるのみ
飛んでいく
飛んでいる
閉しけり
閉じたまま
閉し住む
捕られけり
問いかける
問う息子
友となる
友の顔
隣まで

７ページ
ない不安
なえるぼく
なかなおり
なかよしさ
ながれだす
ながれてく
なげきつつ
なごむ朝
なぜだろう
なつかしき
なつかしく
なったのを
なった気分
なっちゃった
なっている
ナフタリン
なほひびく
なほ白く
なまぐさき
ナマケモノ
ならないか
なりきった
なりたいな
なりにけり
なりました
なれなくて
なれるかな
なんかいい
なんだろう
なんのその
何かある
何か言う
何を見る
何洗ふ
夏が行く
夏が来る
夏のまま
夏の雨
夏の雲
夏の海
夏の空
夏の風
夏の夜
夏の恋
夏みかん
夏休み
夏景色
夏座敷
夏祭
夏祭り
夏終わる
夏帽子
夏木立
夏陽かな
懐かしむ
懐しや
泣けと云う
泣女
七日間
尚在りぬ
情けあり
生臭さ
中ですか
中にあり
中にいる
中に住む
中に舞ふ
仲直り
眺めつつ
長かりし
長き廊
長くなる
長々と
長廊下
投げ入れて
奈良の春
奈良の昼
内定書
納屋の前
波の照り
波打てり
波頭
並びけり
並んでる
名前言う
鳴きかよふ
鳴りやんだ
鳴りわたる
鳴る茶室
流されたい
流したい
流し台
流す雨
流れそむ
流れゆく
流れ星
流れ入る
涙かな
涙声
浪しろく
浪に浮く
啼きわたる

においがする
にぎりしめ
にげてゆく
にごりかな
にもあらず
にらみあい
にらめっこ
握り飯
握れたね
荷をたたむ
似ていそぐ
似ているね
似合ってる
人間です
仁王門
仁王立ち
担ひくる
庭の木々
逃げるのです
二階かな
二階人
二階抜き
二三軒
二三尺
二三人
二三丁
二三日
二重とび
二重奏
匂いかな
匂いして
匂ひかな
匂ひ来て
匂ふもの
賑やかに
虹かける
虹がでる
虹の橋
日本海
日本国
日曜日
入学式
任地去る

ぬったのか
ぬれわたる
沼の上
脱ぎにけり
塗りにける
塗りをれば
塗り薬
濡れて見ゆ
抜けきれず
縫って行く

ねがひごと
ネギくさい
ねむりそむ
ねるしるし
願う姉
願う春
根なし水
寝ざめよき
寝床かな
葱刻む
猫がいる
猫じゃらし
猫たちよ
猫と子の
猫の名で
猫の役
猫の恋
猫もゐる
猫一匹
猫帰る
猫背です
年賀状
眠くなる
眠ってる
眠りたい
練り歩く

ノイズ入り
のこしける
のしかかる
のぞき込む
ノックする
のってます
のぼり坂
のぼり窯
のみ込めり
のりにきた
のりの竿
のんびりと
飲みあます
軒づたひ
軒雫
軒先に
喉ふくれ
残し去る
乗ってきた
乗りあそぶ
乗りたいな
乗り移る
伸ばそうか
農婦くる
覗き去る
野に待てる
野のけむり
野のひかり
野はしづか
野をゆける
野火走る
野菊かな
野天風呂
幟店

パーティーだ
ハイソックス
ハイヒール
ばかりみて
はじまれる
バスガール
はすの花
バスの客
バスの中
バス通る
パセリかな
ハタチの子
ばたばたと
バッティング
はづれかな
はなすみれ
はなれつつ
はねかえす
はね釣瓶
パパなのね
パパになる
はみでてる
ハムエッグ
はやつきぬ
はや灯る
ハリネズミ
はるかより
はればれと
ハローウィン
はろかかな
はろかなり
はんぶんこ
ハ長調
羽ばたける
羽一まい
化けている
花の午后
花の夜
花びらに
花吹雪
花束を
花筏
花鋏
涯ぞなき
橋の上
橋架かる
橋書いた
始まりだ
春いっぱい
春うらら
春がある
春がいた
春が来た
春が来る
春だから
春のよう
春の雲
春の音
春の海
春の街
春の空
春の午後
春の色
春の水
春の雪
春の草
春の朝
春の庭
春の泥
春の道
春の虹
春の富士
春の風
春の暮
春の予感
春の陽は
春は来る
春を待つ
春一番
春遠し
春近し
春時雨
春愁い
春惜しむ
春満月
春立ちぬ
春隣
春炬燵
初もう出
初詣
初時雨
初出漁
初笑い
初節分
初日の出
初夢を
初恋です
埴輪の目
針はなく
刃のもとに
刃物とぐ
晴れた空
晴れにする
晴れ舞台
生えた春
掃いており
掃きにけり
掃き清む
早かりき
早くする
早や静か
早寝して
走りそう
走り出す
走るバス
走る子ら
端山越す
端端に
弾みあり
跳ねかへる
入ってる
入らせて
派手模様
婆も買ふ
馬穴かな
配達中
這い出せり
箱のまま
箸の先
肌の色
八分咲き
鉢の中
鳩時計
半分こ
半分憂うつ
反逆者
反抗期
犯罪だ
晩ごはん
晩ご飯
晩年なり
鼻のさき
浜の町
浜女
腹の中
母がいる
母かなし
母が好き
母なりき
母になり
母のよう
母の艶
母の顔
母の業
母の声
母の棚
母の背と
母の眉
母の味
母の腕
母強し
母笑顔
母涙
葉裏かげ
励まされ
励ましつ
話ごゑ
話しかけ
話してる
話し居り
話し合う
話し声
孕みけり
祓ひけり
翅たたむ
脛高し
薔薇を買う

Ｂ型だ
ぴかりとす
ひきがえる
ピクニック
ひざ立てて
ひしめける
びしょぬれて
ひつかかり
ひとつふゆ
ひとに会ふ
ひとりごと
ひとり言
ひとり者
ひとり寝る
ひとり旅
ひなかざり
ひな飾り
ひびくもの
ヒョウみたい
ひよっこりと
ひらかれぬ
ひらく羽
ひらひらと
ひるがへり
ビルの街
ビルはざま
ひろい読む
ひろたりげ
ひろひろと
ひろやかに
ビンにつめ
一あかり
一うねり
一ころ
一しきり
一つ終え
一ところ
一まはり
一回り
一括り
一筋に
一呼吸
一雫
一重帯
一人いる
一人占め
引き寄せる
引っぱられ
火の車
火を使う
開かれる
開き見る
開く鍵
響きくる
光ってる
光りおり
光りさす
光りだす
光りをり
光り合う
光り出す
光り雪
光るなり
光るもの
光る川
広がりて
広がるよ
広き道
広すぎる
左利き
拾いくる
人ありぬ
人だかり
人となる
人と逢ふ
人のよう
人の声
人の中
人はるか
人も行く
人やさし
人を見し
人を呼ぶ
人見ゆる
人死して
人知らず
人立てる
雛あられ
雛飾る
雛人形
昼すぎぬ
昼ドラ見
昼の夢
昼下がり
昼下り
昼寝かな
昼灯
低からず
低くなる
東山
灯のともる
灯の見えし
灯をかざし
灯をそらす
灯を細む
灯を消しぬ
瞳あり
独り居
独り言
日がまはる
日が当る
日が暮れた
日が暮れる
日ぐれ鳥
日ざしかな
日となりぬ
日に長し
日のさかり
日のひかり
日の光り
日の暮れて
日の戻る
日はそそぐ
日は満てり
日は落ちぬ
日を迎ふ
日を反へす
日を抱けり
日を溜めて
日永かな
日向ぼこ
日差し入り
日当りぬ
日暮れけり
日溜りに
否定形
彼岸花
碑面に
秘密きち
秘密基地
微動する
美術館
美術館
膝がしら
膝ついて
膝立てし
百貨店
百人一首
百姓家
漂流す
平社員
羊たち
陽がこぼれ
陽ざし断つ
陽のにおい
陽の構図
冷々と

プール開き
ふえた傷
フォルテッシモ
ふきそうじ
