あいうえお
婚礼の
紺色の
紺碧の
子が産まれ
子が剥きし
子とともに
子どもの日
子に遊ぶ
子のためか
子の顔に
子の靴が
子は遠く
子らもみな
子を叱る
子を乗せし
子を負ふて
子を訪ふて
子供達
試みに
秋桜に
秋桜の
小家建つ
小春日に
小春日は
小春日や
小包を
転がせば
転んでも
凍える手
怖いよね
米を研ぐ
娘の唇や
木の間から
木洩れ日に
木枯しで
木枯しの
木枯らしが
木枯らしに
木枯らしを
木漏れ日に
木漏れ日の
来ぬ人を
恋がしたい
恋すれば
恋をして
渾身の
「サクラサク」
ザァザァと
さかあがり
さかさまに
さくらさく
さくらんぼ
ささくれし
ささやかな
ささやかに
さざんかが
さしくべて
さし出でて
さはがしき
さはさはと
ざぶざぶと
サボテンの
さまざまな
さまざまに
さまざまの
さみしげに
さやさやと
さようなら
さよならは
さよならを
さらさらと
さりげなく
ざわざわと
さわやかな
さんらんと
寒いのに
寒い冬
寒い夜
寒空と
寒空に
寒空を
寒空の
逆上がり
逆上り
魚釣り
五月晴
再婚の
最悪だ
最強の
最近は
最終便
歳月に
財布から
冴ゆる風
坂あがり
坂道を
咲き出でて
昨年の
桜の木
桜咲く
桜散り
桜草
桜道
桜舞い
桜舞う
雑魚寝して
皿の上
三猿も
三限目
三尺の
三人の
参観日
参道の
山荘や
山茶花や
散歩道
算術の
残照に
残照も
残雪と
酒くさき
酒の座に
酒断ちて
酒買ひに
定まらぬ
淋しさの
賽銭の
じいちゃんと
ジーンズの
シェルブール
しかられて
しきたりを
しきりなる
ししまいに
したたかに
したたかの
したふかに
しづかなる
しづしづと
しつとりと
しのび寄る
しばらくは
しぶしぶと
しまねこは
じまんげに
しみじみと
しめやかに
しもばしら
しもやけが
しもやけで
しもやけは
シャボンダマ
しゃぼん玉
シャボン玉
ジャムパンを
シュート決め
ジリジリと
じりじりと
シルバーカー
しろいくも
しろいゆき
しろがねの
しろくまに
しろじろと
しわしわと
じわじわと
しんがりを
しんしんと
シンプルな
下町の
下町や
下腹の
幸せは
幸せを
砂利を掘る
三味線で
四五株の
四十にして
始業式
始発車の
師に背く
支持率と
死絶えし
獅子踊り
詩に痩する
試験前
試合前
字あまりを
自習室
自転車で
自転車に
自転車の
自転車を
自販機も
自由とは
辞書を引く
汐の香に
汐風に
叱らるる
失恋は
嫉妬する
写真屋の
車窓拭いて
遮断機の
手術車を
受験生
受験前
受験日に
受験票
授業中
秋天に
終着の
終電の
終日の
週日を
集中力
十月や
十五夜の
十代を
十二月
十方に
汁辛き
獣のごと
重箱に
出荷終え
出航の
春光に
春愁や
春雷の
書に見ゆる
書生来て
除夜の鐘
将来の
小学校
小便の
少年の
少年期
樟脳の
鍾乳洞
障害を
上京は
城下町
常備薬
職さがす
職場から
職退きて
色彩を
食事時
食事中
食卓に
食堂に
信心と
新幹線
新宿の
新春の
新雪に
新築の
新年に
新年は
新品の
新聞が
新聞紙
申告を
人生の
人生を
人面魚
正月が
生涯を
霜焼けが
霜柱
地震にたえ
潮風が
潮鳴りの
沈む日に
島の灯の
島めぐる
島原の
島渡る
縄文の
如露の水
白いもち
白い雲
白い雪
白い息
白かりし
白魚の
白波に
白波よ
白梅の
白梅や
白髪ぬく
白壁の
不知火の
羞恥心
蜃気楼
信濃空
スイカ割り
すいすいと
スウィトピー
ズウズウと
すかすかと
すききらい
すくすくと
スケートで
スケジュール
すこしだけ
すごすごと
すさまじき
すすきの穂
すずしいな
すすろなる
すたれたる
ずっしりと
すててある
ストーブで
スナフキンに
すみません
すみれ程
すらすらと
スリッパの
するすると
すれちがう
すれ違う
過ぎゆくは
隙間より
隙間風
健かに
好きな色
砂時計
砂浜の
捨てられて
少しづつ
水そうの
水泳部
水晶の
水仙の
水槽の
水中に
水中花
水滴の
水盤の
水墨画の
水面に
数学が
杉高き
雀よく
巣箱には
巣立ちの日
墨匂ふ
鈴つけて
鈴の音が
鈴虫の
縋るもの
セーターに
セーターは
せがまるる
せせらぎや
せつかれて
せつぶんで
せつぶんに
せはしげに
セミたちの
せみの声
せわしさも
せんべいの
瀬鳴りきく
制服の
制服を
成績は
成長を
政治家の
晴天に
生徒より
生徒らを
生来の
製材所
青春と
青春の
青天に
静寂の
石膏の
石庭の
石塔は
石仏の
切なさは
節分に
節分後
蝉時雨
先生に
先生の
先生は
千羽鶴
千万の
戦争は
全山に
背が伸びる
背泳ぎで
背伸びして
背中押す
零だって
そいねする
ソーダ水
そそくさと
そつくりと
そのげんき
そぼふりて
そよそよと
そよ風に
そらまめや
そりすべり
それぞれに
ソロを聞く
外は雪
空からね
空が泣き
空に見し
空に住む
空の青
空の虹
空は子に
空を見た
空を舞う
空見ては
空見上げ
空高く
空深う
染まるほど
祖父の家
祖母たちの
祖母つくる
祖母の手を
祖母の前
祖母在りし
祖母退院
掃除機を
草原に
荘厳な
送電線
測量の
卒業式
村落に
剃り落す
剃立て
底抜けの
添髪を
漱石も
空うつり
空が無い
空恋し
空半ば
空ながめ
空に入る
空に浮き
空に消ゆる
空に鳴り
空にふる
空の色
空の歌
空の中
空の奥
空の国
空の声
空は燃え
空は割れ
空わたる
空をやく
蒼天の
たいくつな
だいじょうぶ
ダイヤより
たい焼きを
たうたうと
たくさんの
たこ上げの
ダジャレ言う
ただいまと
たたずめば
ただ少し
たつぷりと
たてまつる
だぶだぶと
たまごやき
たまさかに
たましいの
ためらいを
ため息で
たゆたひて
タワシ似の
ダンゴムシ
だんごむし
ダンス部に
たんたんと
だんだんと
たんねんに
たんぽぽが
たんぽぽに
たんぽぽの
たんぽぽは
煙草屋の
黄昏や
確かなる
楽しそう
建て増して
建替えし
高きより
高き山
高々と
高波や
種袋
畳這ふ
畳目を
食べごろの
食べ放題
尋ね行く
絶間なき
束ね持ち
他所行きも
太古より
太陽と
太陽に
太陽を
駄菓子屋で
駄々っ子の
対岸の
退屈で
退屈の
退場しても
退職の
退職後
代々の
代役の
台風が
台風で
台風に
大家族
大学が
大学を
大学生
大吉で
大吉を
大好きな
大根と
大根畑
大志あり
大自然
大南瓜
大病に
大仏に
大仏を
大木の
大輪の
大佛や
第一子
鷹鳩と
卓上に
託生の
凧あげに
谷越しに
谷々の
誰も書く
誰待つと
誰彼を
丹沢の
単語帳
炭酸の
団欒の
男子校
竹とんぼ
田じまいの
倒れ樹の
宝くじ
宝船
卵焼き
立ち止まり
立ち出でて
立ち読みの
立のぼる
溜息と
旅にいて
旅に在る
旅の日を
旅人を
旅痩を
旅枕
旅戻り
旅立ちが
旅立の
高空の
Ｔシャツの
ちちろ鳴く
ちぢんでく
チャルメラの
チューリップ
ちょきん箱
チョコレート
ちよろちよろと
ちらちらと
ちらつくや
ちりちりて
牛乳しぼる
近道を
散りそめて
手斧を
縮んだ背
小さい手
小さい秋
小さきは
小さき手の
地にまろき
地に影の
地に近き
地の涯の
地の湿り
地の底に
地下街へ
地球から
地球ぎの
地球儀の
地図のなき
地図の海
遅刻した
遅刻より
築１００年
茶の緑
茶柱に
茶摘歌
茶畑も
着火した
着色料
中央線
中年の
朝刊に
長男と
頂上で
頂上に
沈黙が
沈黙を
珍プレー
鎮魂の
乳のみ子に
父いつも
父とある
父といる
父となる
父と子の
父の手は
父の背に
父の腕
父帰る
父親の
父母に
蝶の空
づかづかと
つかれた日
つきづきし
つくえには
つくしんぼ
つくづくと
つつましく
つねつねは
ツバメの子
つばめの子
つばめ来て
つぶやけば
つめ磨き
つやつやと
つややかに
つらつらと
つららがね
つらら取り
燕の巣
燕来て
詰襟の
強東風に
繋がれし
繋がれて
月の下
月を見る
月々の
月見草
月光を
妻と子と
妻の笑み
妻在らず
作るほどに
次ぎ次ぎに
銃音の
積もる雪
束の間の
追憶は
通知表
通夜の人
漬物に
辻に来て
蔦の葉が
吊り革を
釣やめて
釣人の
鶴渡る
土からの
土まみれ
土塊の
土寄せの
土入れし
躓いた
躓いて
月の空
でがらしの
テキストの
デジカメで
てのひらに
デパートの
てらてらと
てんとう虫
手から手に
手すさびに
手ならしの
手なれたる
手に握る
手のひらに
手の窪に
手の届く
手の平に
手ぶくろの
手ぶくろを
手みやげに
手をかけて
手をつなぎ
手をつなぐ
手を繋ぐ
手を打てば
手元暗く
手習の
手拭の
手拭地
手袋に
手袋を
手締めする
手枕に
出かせぎの
出る度に
出不精の
出来るなら
掌に
照り初むる
照り曇る
低音の
定期券
弟子連れて
哲学を
天からの
天と地と
天の川
天までも
天井に
天井の
天気図に
天高し
天国の
天主の灯
天地を
天道虫
点滴に
点滴の
点々と
伝道の
殿上の
殿堂の
電車乗り
電線に
電灯が
低空で
天空に
天暗し
天体は
天高し
天と地の
天の馬
天のかけら
天の空
『どうしたの？』
とうとうと
どか雪の
ときめきの
とこしへに
どこまでも
ところどころ
トタン屋根
どっかりと
どっちかな
とっぷりと
トテトテと
どてら着て
とどけたい
トナカイの
どの道を
どの風も
とぶ雲の
とぼとぼと
どやどやと
ドラゴンの
トランクに
とりあえず
ドレミファの
とろとろと
どんぐりが
どんぐりの
どんぐりは
トンネルの
トンネルを
とんぼうや
とんぼ見て
どんよりと
遠い空
遠き世の
遠き日の
遠き岬に
遠花火
遠会釈
遠浅や
遠目にも
何処見ても
嫁がせて
嫁ぎ行く
嫁ぐてふ
戸の外に
戸を操れば
戸を叩く
戸口より
時計草
時計台
時流れ
十日市
床の間に
図書館の
図書室の
団栗の
泥深く
渡月橋
登校中
途中より
土間に敷く
土間の燈を
冬至でも
冬眠の
東京の
灯さずに
燈台の
燈台の
当然の
当代の
等高線
透明の
闘志とは
動物園
同窓会
童顔の
道具屋に
道場や
特急は
独身を
鳶舞へり
年とらぬ
年の瀬に
年の暮
年越しの
年男
年明けが
飛びはねた
飛ぶ鳥の
飛んで居る
父さんの
問ひやりて
友達の
溶けてゆく
隣から
隣なき
なかなかに
なき人の
なき声の
なぐれ飛ぶ
なけなしの
なごり雪
なぞなぞを
なだらかに
なにかこう
なべ囲み
なほざりに
なまくらの
なよなよと
なわとびで
なんだろう
鉛空
何したと
何もかも
何事も
何色を
何度でも
夏の海
夏の貝
夏の空
夏の森
夏の夜
夏の夜の
夏掛けの
夏休み
夏近し
夏空に
夏祭り
夏草の
夏野菜
懐かしき
懐かしの
泣く子寝て
菜の花が
菜の花は
菜の花や
菜畑や
七歳の
七色で
仲なおり
仲直り
長々と
鍋みがく
縄をもて
南国の
南蛮の
難産の
悩み事
悩む時
納豆の
波しぶき
波に明けて
波音も
撫でて見る
並び坐し
亡き母も
名もしらぬ
名付親
鳴かはす
鳴き立てて
流れゆく
流星や
涙ため
涙目で
浪音の
浪白う
ニコニコと
にほやかに
によきによきと
にらめっこ
鶏が
煮ゆる待つ
煮凝や
人間の
人間は
人気者
人形の
西の空
濁りたる
庭の木々
庭荒れて
庭石の
庭先の
逃げ水の
鈍色の
二階から
二月三日
二三尺
二次元に
二人三脚
肉まんを
日本語で
日本語を
日本人
日曜は
日曜日
日用の
日輪に
入園に
入学の
入試前
ぬかづくや
ぬかるみは
ぬかるみを
ぬれ土に
糠雨に
沼の水
脱け殻の
濡れて来る
濡れ犬の
縫ふ母に
ねがいごと
ネクタイを
ねこになる
ネコヤナギ
ねころんで
ねむられぬ
願っても
根を引けば
根引して
寝こじれて
寝ころべば
寝ころんで
寝ざめては
寝しままの
寝つつ見る
寝につきて
寝ばなしの
寝る場所を
寝んとして
寝言でも
寝息ごと
寝待月
寝入りし子
寝不足も
寝返りを
値上がりだ
猫とゐて
猫の眼を
猫の背に
猫の恋
猫もまた
熱さめし
熱の児に
熱帯魚
年賀状
年金を
年月を
年年に
年末の
眠い目を
眠ってる
眠られず
練りあげて
のうのうと
のけぞりに
のびのびし
のらねこが
のら猫が
のら猫の
のろのろと
飲め飲めと
軒かげの
軒空の
後の世の
上り坂
乗合の
農園の
覗かれて
野に近き
野に散るや
野に出よう
野に出れば
野の一樹
野の広さ
野の色に
野仏の
ばあちゃんに
ハイジャンプ
はいタッチ
ハイハイが
はからずも
はく息を
はごいたで
はじけ出す
はじけ飛ぶ
はじめての
はしゃいでは
バスの中
パソコンの
パソコンを
はだかの木
バタフライ
バチバチと
バッサリと
はつもうで
はつ日の出
はなれずに
パパとママ
パパのうで
パパのお茶
パラソルの
バラの芽が
はらはらと
はりつめし
はりはりと
ばりばりと
パリパリと
パリ祭が
はるかなる
はればれと
バレンタイン
ハンドベル
果てしなく
果てしなく
花すすき
花の芽が
花の植え替え
花びらが
花街の
花屑に
花飾り
花吹雪
花筏
花冷えに
華やかな
灰皿に
橋の上に
橋詰に
歯のすきを
疾すぎて
春うらら
春が来た
春が来たら
春が来る
春の芽は
春の字は
春の庭
春の日差し
春の風
春までに
春よ来い
春を待つ
春一番
春雨に
春支度
春巣立ち
春風が
春風と
春風に
春風は
春風よ
春風を
春立つや
春隣り
春炬燵
初みかん
初めての
初もうで
初鏡
初景色
初詣
初詣で
初春や
初雪が
初孫は
初湯かな
初日さす
初日の出
初売で
初富士が
初歩み
初夢の
初夢は
初夢を
初恋の
初恋は
初恋を
晴るる雲
晴るる日や
晴々と
掃おろす
掃きためし
早々と
早発ちの
早弁は
早立ちの
走り根の
走る子の
張りつめた
張り交ぜの
跳ねるたび
派手好きの
婆が来て
廃屋や
廃坑の
廃校の
廃線に
煤煙の
売店の
剥落の
白球に
白線が
白頭は
白墨を
肌寒し
畑垣の
畠から
発表会
発表日
半焼の
半農の
半分の
半輪の
反響の
反抗期
反省と
班長と
晩学に
晩年へ
番犬や
鼻かんで
浜の崖
浜までの
腹の虫
腹へりて
母が言う
母が呼ぶ
母と二人
母に似し
母の日に
母の恋
母の皺
母もまた
母も子も
母も子も
母親に
母親の
放たれて
万緑の
葉がくれに
葉の上に
葉表の
裸灯に
裸木に
浜の空
１００点だ
ヒーターの
ビー玉に
ひがんばな
ヒガンバナ
ヒグラシが
ひぐらしが
ひぐらしの
ひざ小僧
ぴしやぴしやと
ひそとある
ひそひそと
ひそやかな
ひそやかに
ひたひたと
ひたぶるに
ひだるさに
ひつじ雲
ひっそりと
ぴったりと
ひとつずつ
ひとひらの
ひとり居に
ひとり寝の
ひとり旅
ひなまつり
ひな人形
ひびき来る
ひまわりは
ひまわりや
ひやひやと
ひや飯に
ひらかなの
ひらひらと
一しきり
一すじの
一つだけ
一つ置く
一雨に
一株の
一玉の
一人いる
一人かいと
一人子を
一人来て
一息も
一坪の
一粒の
一棹が
引きあけて
引きぬくと
引越の
引窓の
引幕に
火うつりて
火の気なき
火を守りて
火を入るる
火を入れて
火遊びの
開きたる
久に来し
久々に
午過ぎの
光る爪
光る野に
向日葵に
向日葵は
七五三
人ごみに
人ごみを
人たちを
人に似て
人の子の
人の世に
人の波
人は寝て
人ひそと
人一人
人影も
人寄せの
人気なき
人去りし
人妻の
人住まず
人々の
人多し
人待つや
人知れず
人中の
人通り
人伝て
人来ねば
雛人形
昼に似て
昼顔が
低く飛ぶ
灯かざせば
灯が消えて
灯ともして
灯ともせば
灯ともりて
灯のもとに
灯の下や
灯ほそめて
灯を消すや
灯を消せば
灯を包み
灯を立てて
灯点して
灯明りの
瞳閉じ
独り居に
独り居の
独り決め
独り身の
日あたりて
日かげれば
日がしずむ
日が沈み
日に風に
日のさして
日のさすや
日の筋の
日の枝の
日の中の
日の当る
日の透きて
日の入や
日の入る
日の本の
日は水に
日もすがら
日を浴びて
日陰濃き
日取りきめ
日々に見る
日表の
日溜りを
庇あはひに
彼岸花
碑の下に
碑の面に
飛行機が
飛行機雲
膝ついて
膝寄せて
膝抱いて
肘かけて
姫りんご
百億の
百千の
百日の
百年の
百年を
標本に
病院の
病院や
病室に
病棟の
平木戸を
羊雲
葉が降ちて
陽だまりが
陽だまりで
陽だまりと
陽の光り
冷え症の
日の出空
日は空に
ファーブルが
ファスナーを
ブーメラン
ふくよかに
ふじの花
ぶしふしに
ふつつかな
ふつふつと
ふで箱の
ぶどうがり
ブドウ糖
ふところに
ふと立ちて
ふまれても
ふゆのかぜ
ふらついて
ブランコの
フランスパン
ふるさとの
ふるさとは
ふるさとを
ブロッコリー
