あいづちを打つ
動くものただ
動くものなし
内側にいる
売り子の声の
売子まどろむ
薄日に動く
浮いて春光
浮かれ蹴る蹴る
浮きを見つめる
浮き沈みつつ
埋める楽しみ
埋立てられて
謡の中の
裏戸を出でて
うつしみの空
宇宙のはてを
宇宙を抱いて
えがおいっぱい
エジプト文字に
えんぴつの先
嬰の浮力や
英語のノートに
駅のホームで
駅舎に響く
駅弁手に手に
越前訛りの
園児地球を
遠慮しながら
塩素の匂いで
絵のぐが空で
絵本の国に
笑顔と笑顔
笑顔の帰宅
笑顔の分だけ
圓朝怪談
描ききれない
円錐空間
おいてきぼりや
おいでください
おうと答へて
おかとびこえる
おぎなふほどの
おきると春の
おこたの周りに
おこりんぼうの
おさがりじゃない
おさんぽ、花の
おじいちゃんにも
おじちゃんいっぱい
おじやぐつぐつ
おしゃべりおにを
おしゃべりしながら
おしろい匂ふ
おせちにあきて
おちこむ水や
おちこんでいる
おちばのおきゃくも
おちゃでまんぞく
おてんとさまの
おどろいてゐる
おどろかさるる
おなかがいっぱい
おなかの中で
おなじところを
おならという子
おにのくせして
おのが影なる
おふろの中で
おふろはいやだと
おへやの中に
おほかた失せし
おまけでもらう
おもちがふっくら
およぎきつたる
おりてくる橋
おろしたてなる
おんぶばったの
お辞儀何度も
お若いころが
お守りまでも
お手がみくれて
お手洗や
お手伝いには
お尻が大きい
お前にこの世
お茶の香りで
お庭がくるくる
お疲れ様と
お弁当だけ
泳いで進む
汚水吐きゐる
奥は未知数
奥まで見えて
往時語らう
応援をする
応援歌にして
押され進みぬ
押して歩くは
押へて渡る
沖へあつまる
沖行く舟の
桶のまはりの
桶一ぱいの
俺と同じで
俺の出番と
恩師の笑顔と
恩師の前の
音がとぼけて
音が合わない
音さまざまに
音たてて来し
音なくなりし
音に音添ふ
音に覚めたる
音のかはりし
音のみだれし
音の明るき
音を消したる
音間延びして
音高くして
音符のように
鬼の会議が
鬼の親子の
教えてほしい
己等は妻の
思いも巻き上げ
思いを馳せて
思い出運ぶ
思わずたてる
収められない
収める空の
終えて寂しい
重き足なり
重き瞼を
重たくなりし
女ささやく
女となりて
女の意地で
女の筆の
女坐りて
親から笑顔
親に見らるる
折らんとすれば
折々ぱつと
折々暗く
折々風に
想い出運ぶか
想い浮かべて
想い流して
帯きらめくや
帯をときたる
大いなる眼や
大いなる手や
大きくなりし
大きくなりぬ
大きく光る
大きく振つて
大きく吹けば
大きく抱える
大きなコップ
大きなことを
大きな影や
大きな音や
大きな画用紙
大きな柿が
大きな顔に
大きな山に
大きな子等は
大きな声や
大きな船が
大きな返事
大きな門の
大きな夕日に
大雨ひたす
大影つくる
大空どこでも
大人びている
大人気ないけど
大飯食うて
男どうしの
男湯もただ
置いていかれる
置きしが如く
追って見つけた
追って自転車
追はるる如く
追はれ追はれし
溺れていると
同じくらいに
同じくらいの
同じ高さに
同じ夢みる
負って聞こゆる
負はれゆく子や
面影求む
幼くなった
幼なじみが
踊り出でたる
落す水あり
落ちくだけたる
落ちくぼみたる
落ちてくるまで
落ちてしまひし
落ちてつつ立つ
落ちて始まる
落ちて踏まれし
落ち漂へる
落ち葉が妙に
落ち葉のじゅうたん
落ち葉蹴飛ばし
落とした絵馬に
老の眼鏡や
お空のかげは
お空の底と
お空のふちに
カーブミラーの
かがやき過ぎし
かがやき暮るる
かかりて消ゆる
かかると見しが
カキンカキンと
かくるるほどの
かげあそびして
かけつらねたる
かげのうつるれ
かげより出でし
かけ余したる
カゴはトンボの
かざしてうすき
かさなりすすむ
カジって欠けた
かすかににおう
カステラ厚く
かすめし影や
かたぐるまして
かたちに両手
かたっぽだけの
かたへの人の
かたまり生きて
かたむき合ふて
かたむき沈み
かたりと動く
かたんと下りし
かはりし人と
かぶさつて来る
かぶさり飛べる
かみなり落ちて
かもめ一羽から
からからに残る
ガラス細工の
からの校舎に
カルタの前に
かれ葉のように
かわいいかさが
かわのなかで
かんでもらおう
がんばりすぎない
案山子人口
隠してしまう
隠れてゐるや
隠れ上手の
影あつめたる
影あればある
影うすうすと
影しみしみと
影そそくさと
影つくる葉や
影なら君に
影の深さや
影の太さよ
影の如くに
影みちづれに
影を並べて
影曳き落ちぬ
影河にある
影降る如く
影生れたる
影折れちぢむ
影動きゐる
影濃き道と
影濃く過ぎつ
化して少年
可愛い足音
可愛い帽子
可愛ゆきものよ
家計の事情
家計圧迫
家族そろって
家族のように
家族みんなが
花鳥風月
貨車のこだまや
過去が聞える
過去と未来の
霞のような
賀状の端で
会話の数だけ
蟹が横這い
崖の雫や
垣を繕ふ
覚悟を決める
角を合わせて
楽器に映る
活気に水さす
刈ればあかるし
乾かんとして
乾きかけたる
乾ける土間や
感じ再び
漢字一字で
缶コーヒーは
頑固おやじの
顔にあつまる
顔にしぶきや
顔に日さしぬ
顔に飛び付く
顔のうつれる
顔の小さき
顔の揃ひて
顔を見るたび
顔一ぱいに
顔押しつけて
顔出したる
顔出す母の
顔赤らめて
顔覗きあふ
帰らぬ君は
帰る車内は
鏡の前の
鏡の中を
金持の子を
駆けてきた母の
駆け込むわが子
傾き移る
形ちがって
軽き寝息や
欠けたら君に
肩から香る
肩から服が
肩に被りし
肩のあたりの
肩の細りや
肩を叩いて
肩越えゆきし
枯れ葉のプールで
枯野の中の
語りかけてる
考えてゐる
考える人の
香にたつ上の
香にふれし夜の
香のほのかなり
香りがするよ
香りを繋ぐ
傘に遊べり
傘の雫や
傘の水滴
傘の中なる
傘もささずに
傘を抱えて
紙ヒコーキの
紙仕度して
狩人の血よ
重なりやすき
重なり下りる
重なり落つる
重ねて描く
重ねるごとに
重ね描いて
勝つまでやめない
硝子のこちら
鐘の響や
鐘の数より
飾り雛様
神に会うのに
神はどんなこと
数える十が
数でもめてる
数へながらに
数をつくして
川かがやける
川に映るや
川のぼりゆく
川の広さや
川の字に寝る
川の真中の
川を挟みて
川長々と
川波立てる
代る代るに
通ひなれたる
買った指輪で
買って諭吉が
買ふ冬晴れの
髪ふりわけつ
彼とのデートは
彼に伝えて
微かな熱を
必ず言われる
必ず当たる
風あるらしき
風がふいたら
風が吹いたら
風ききすます
風つのり来し
風と一緒に
風と授業が
風と白馬の
風にもまるる
風に後れて
風に乗り来し
風に数多の
風に追はるる
風の奏でる
風の中なる
風の中ゆく
風の匂いで
風の来ている
風ばかりなる
風を受けたる
風を占う
風吹きすさぶ
風吹くあたり
風切る音は
風来る窓に
聞こえてきそうな
聞こえてくるよ
聞こえぬふりの
壁に影して
壁に吸はるる
変えた理由が
変えて飾りし
片くらがりの
片づけるよと
片手で開脚
片手に持って
片側だけの
片道切符の
片曇りする
片頬に燃ゆる
返した本の
絡みほどけて
篝火草に
かぜふきのそら
からりと空の
ぎざぎざしてる
きっとみんなが
きのふとなりし
きまぐれな風
きまぐれ風や
キャンドルサービス
キャンプの一日
ぎゅっと凝縮
きょくをきくと
キラキラ映る
きらめきそめし
キラリキラリと
きれいな色の
きれいにすると
きれいにそろった
黄煙を吐く
岸へ岸へと
岸をはなれし
喜寿の名越を
基地が見える
希望をたくす
机上にひとつ
期せざりし身に
機嫌が分かる
帰宅時間を
気にするぼくは
気の病やみ
気まづく居しが
気分で雪へ
汽車見送りて
汽笛の鳴りし
季節の中で
季節歩いて
記ねんにさくら
記憶ただあり
記憶の糸が
客となり居る
客に囲まれ
客相対す
客待ち顔の
牛乳が来て
虚空に放ち
魚眼レンズ
競ひ行きしが
教師が夢中
教室になる
教室を走る
教室君と
禁句の多い
金に輝く
金魚が心配
金魚に名前は
銀と光れる
銀のナイフを
銀の指輪に
銀河の果ての
銀河をけって
銀河を舞って
銀河系から
君にも一つ
君に着くため
君のポニーテール
君のマフラー
君の笑顔と
君の瞳は
君の背中は
君はＵＦＯ
君はキャラメル
君へと届け
君への想いは
君をそこから
決まったものの
決まるジャンケン
決めて団子や
今日だけわたしも
今日はあなたが
今日もどこかで
今日も来いよと
今日切たての
昨日も見たな
消えてしまひし
切られし山茶花
切り出す前に
切り裂き響け
切れない縁を
着ぶくれてゆく
伐り倒しけり
聞ゆる方へ
北風小僧が
北風小僧と
木にもたれゐて
木の歌声を
木の実の国へ
木の葉のように
木々が会話を
木々の梢の
来ては照らすよ
来てゐるという
来て交り飛ぶ
来り遊べる
きのふの空の
虚空さまよふ
虚空の下で
虚空の中へ
くぐりくぐりて
くしゃみ一発
くすぐりがえし
クスリと笑う
くちびるまるで
くつがへしたる
くつがへりたる
ぐっすりねてる
くづれかけたる
くよくよするなと
くらきによるや
くらきに唄ひ
クラスも木々も
クリックひとつ
くるくる上る
くるぞとさけぶ
くるなと願う
ぐるりに雨の
くわつと明るき
ぐんぐん縮む
ぐんぐん飛べる
暗きにつづく
暗きに音し
暗き山路や
雲おちつかぬ
雲が魚で
雲にのこりし
雲に棹さし
雲のゆききの
雲の一つや
雲の去来や
雲の形に
雲の光りや
雲の白さや
雲は空行く
雲ひっかかる
雲も従ふ
雲をこぼるる
雲をまともや
雲を招いて
雲一つなき
雲多き夜の
朽つるに任す
狂ひしままに
句帳を覗き
空気をさいて
空気を抜けば
靴の踵を
熊に注意の
熊のねごとが
軍手真白く
鯨の雲が
口に含ます
口の動きや
口一ぱいに
口開きをる
紅の空に
黒に戻して
首に春風
首筋かゆし
食って味わう
草にまぎるる
草にまじりて
草に下りしは
草に沈みて
草に投げたる
草の上行く
草の中なる
草をはんでる
草間に見えて
草餅春の
曇る時あり
暮らしてゐるや
暮れて雨降る
崩れかかるや
暗い空から
空中都市の
空中の鈴
空中の窓
ケーキの街の
けむりて見ゆる
けむりて暮るる
けむりの如き
けらけら笑う
けられなぐられ
ゲリラ豪雨が
ケンカした日の
げんきげんきと
煙がくれに
煙のかかる
煙のはしを
煙の先に
煙の中に
煙の如き
煙らしてゐる
煙一筋
煙這い行く
下駄の流るる
敬礼受ける
景色が違う
景色に映える
健康いっぱい
献血車から
鍵盤あそび
鍵盤叩く
元気ありすぎ
元気にうごいて
元気を測る
源氏絵巻や
削り細めし
消せずに冬の
毛糸の編み目に
煙は空に
こえ澄み通る
コートの下の
コーヒースタンド
こくりこくりと
ここに橋ある
ここまで酔うか
こころときめく
ここを通れば
こさえた雛が
こすってこすって
こたつがすわる
コタツに入ると
こだはりぬけて
こだわり語る
ごつごつした手は
こっそり私を
こっちにくるよ
こっちを見つめて
こっちを見ながら
ゴッホをこえる
ことと音せし
ことば聞きつつ
ことは忘れて
ことりと開く
ことりと触れし
コトリと落ちし
ことんことんと
この海だったと
この子なかなか
この不思議さが
こぼして去りし
こぼれて暗き
こまごま見えて
ごみ箱にある
こよなく愛す
これから描く
これで最後の
ころがしすぎて
ころがし出てり
ころがすうちが
ころがりとまる
ころがり合ふて
ごろりと歌う
コロリと落ちた
こわくて言えぬ
こんがらがってる
こんこん叩く
こんじきの日矢
コンビニ行くな
ご飯の匂いと
越ゆるジーパン
金剛力や
言葉こぼして
言葉のような
孤独を慕う
故山の情を
五才の瞳が
五人と二匹
五百羅漢の
鯉のはねたる
好みの猪口や
工場の塀に
校歌に晴るる
校歌をのせし
校舎の向こうに
校舎の壁を
紅茶の湯気の
講師の声や
高校生の
合格通知が
国語辞典が
腰を下ろして
今年で最後の
今年のぼくは
今年の運を
今年の海の
今年釣れたの
今夜の食事
子だくさんだね
子どもが吹いてる
子どもの笑顔
子どもの世界が
子どもをだいて
子に手をひろげ
子のハンカチの
子の手のまるさ
子の話する
子牛のように
子供にもなれる
子供の笑顔が
子供まかせの
子等と遊ばん
子等に混じって
子猫が顔出す
小石の如き
小石包める
小鳥が家族と
小鳥はとっても
心いつまで
心が燃える
心づもりを
心で描く
心にとける
心のドアを
心の傷を
心の雪も
心の窓の
心の中まで
心の中を
心は遠くへ
心も一緒に
心も青く
心を映す
心を焦がし
心を乗せる
声が運んだ
声くぐもらす
声にとろける
声のかさなる
声の高きは
声の先っぽ
声はれやかに
声も一緒に
転げ落ちそな
凍える北風
濃き谷かげや
濃ゆき海なり
氷かえすよ
怖いもの見たさに
木枯らし一号
来ぬ日もありて
暦見返す
恋さまざまに
恋の終わりを
恋もしずくも
恋も仕事も
恋をうらやみ
恋をさそふや
恋をしたって
氷れる空を
声は虚空に
サーフィンしてる
サイダーの泡と
さいてお家が
さがして母と
さからひて行く
さかんなる火や
さきに消えゆく
サクラのような
さくらの海を
ザクリと今日の
さぐり出しし
さけて通るか
ささやかにして
ささやきかくる
ささやくように
さみしきまでの
さみしくなった
さむがりの鳥
サメの歯みたい
さやかに人の
ざわつく心
さわってみると
サンタがくれた
サンタの言い訳
サンタもこない
サンタ円高
ざんぶざんぶと
猿の歯白し
覚めて静けき
寒い風にも
寒さの中で
魚のいつもの
魚の進む
叫ぶ山びこ
更に感じる
差し出す兄の
座敷の下の
最近顔を
最後の劇を
最後の雪を
最初にあなたに
最初の別れ
最前列は
咲きそろひけり
咲きほこりつつ
咲き残りたる
咲き尽したる
桜に猫が
桜のまいで
桜のような
桜のように
桜の雨に
桜も君も
桜も風も
桜をのせて
殺風景だけど
三周巻いて
三振奪った
三段腹の
散歩と称して
残照水に
秋刀魚のおともは
醒めて我ある
先にあやまる
先には泣けない
先の先まで
先丸くなり
避けて通りし
淋しくないかと
囁き会ふて
棹つき立てて
『親鸞』買って
４月のノートは
しかと緑や
しきりに庭を
しずむ夕日の
シダレ桜が
しづかにうつり
しづかに動く
しづけき松の
じっとしてゐる
じっと聞いてる
しっぽのながい
しづまりかへる
しづみゆくなる
してるあなたは
してる場合か
しのつく雨の
しのび泣きつつ
しばし包むや
しばし黙せる
しまひ忘れし
しみじみ泣くや
しみじみ思ふ
しゃけの古里
ジャズの吐息に
じゃんけん歩き
しゅくだいやれと
しゅくだい食べて
じゅもんみたいな
ショパンの音信
しりぞき光る
しるしなき日の
しるしも見えず
シロップなしの
しんしんとして
下からでようと
下から見ると
下から青空
下でひといき
下で人間
下にゐるさへ
下に小さき
下に母いて
下の瀬音も
下をくぐるや
幸せ色の
砂利鳴る音や
暫くありし
暫くゐたる
暫し忘れて
仕事づもりや
仕事をしている
四角く切りとる
四五軒かけて
四五本越えて
姿整崩さぬ
思考枯野の
脂肪を残して
時間を止める
時間調整
次第に暮るる
自然の恵みと
自転車こぐ頬
自転車止めて
自動に広がる
自分で持ちたい
自分のきもち
自分のためか
自分のように
自分の気持ち
自分の声が
自分の道を
自分を照らす
自慢の古き
自由な空は
汐に流るる
鹿棲む森を
叱られてゐる
叱りし帰路の
叱る女房が
失敗作は
湿った髪に
実は自分の
篠つく雨と
芝生にゴロン
車道を渡る
遮断機ありて
主役になった
主役はやはり
受験の息子の
受験合格
授業はいつも
樹齢重ねし
集会ですか
十回目となる
十二月といふ
十二単に
準備とばかりに
順番待たず
初秋の風を
書棚の上の
諸人見上ぐ
女王のように
少したれ目の
少し間があり
少し嬉しい
少し答えが
少し無口な
少女にショパンも
少女の顔した
昭和の森の
情熱の赤
新聞持つて
森閑として
親しき客に
親しめば又
人生終わる
静かなる時
静かな音に
静かにはなれ
静かに咲いた
静かに長き
静めてくれた
静脈青き
霜を踏みたい
知っているはず
知らせを告げる
知りながら買う
潮の来てゐる
沈む日輪
島を吊り上げ
島を夢見る
島を離れず
島離れゆく
縄文人の
白いおなかを
白い息見て
白きがまぶし
白き線路に
白き鳥飛ぶ
白くうつりし
白く化粧し
白く乾ける
白しと思ふ
白雲わたる
白雲切れる
白熊みたいに
白鳥がやがて
白泡舞いて
頻りに眠き
頻りに鳴くや
皺を刻まれ
師走の空に
すいかの切り口
すいかを割りて
すいすいおどる
すかせば見えて
すがらんとして
スキー研修
すききらいすき
すぐそこにある
すぐにほどける
すぐに結びし
すくひあげたる
すごく楽しい
すこしください
すこしの雨に
すこしむきあう
すずめすずなり
すずめを喜ぶ
すず虫寺の
すっぱさあまった
すてし煙草の
すなるゴリラに
すねをかじって
すみまで光る
すみ返りけり
すり足教える
スルメも踊る
すわるところだ
過ぎしホームに
過ぎゆくものや
過ぎ去る時間
過ぎ行く月の
掬いし指に
吸はぬ掃除機
吸はるるおもひ
吸ひこまれけり
隅で咲いてる
隅で輪に入る
隅に小さな
隅の隅まで
隙間から見る
砂つけてゐる
砂にかがめば
砂に踏みゆく
砂をかぶりし
砂を払って
坐り疲れて
座りしままや
酸いか甘いか
少しかかりぬ
少し焦げたる
少し風ある
水中みたいに
睡魔と闘う
西瓜と平和の
全てが止まる
全てを白紙に
素顔に皺を
素直になりたい
素直に喜ぶ
素直に起きず
素敵なことば
巣立ちの鳥の
透けるもあり
墨つぼに水
墨を流せる
鈴鹿おろしの
せうことなしの
せーので握る
セーラー服に
せきする妹
せせらぎありて
せまる教室
せんせい入れて
ぜんぶが緑
世界の戦い
瀬音を聞いて
性善説に
晴天なりと
生死の外や
生死をともに
生徒に笑顔を
生命感じる
絶景なのだと
蝉の背中の
先住民の
先頭の子の
線香花火の
銭湯出でて
前世の恋を
前世はきっと
善女となって
全色春の
全身で聞く
背にひつつきし
背に乗り背に乗り
背を向けたのは
背を向けて立つ
背伸びしないで
背中が語る
背中にあまる
背中に羽が
背中に負ふや
背中を向けし
背比べしても
背負っているのは
そういうときには
そうじしろよと
そうは言うけど
そうめんいっぱい
ソースみたいに
そおっと僕を
そこから暗き
そこだけぽっかり
そこら尚降る
そぞろに登る
そぞろ心や
そっと裾持つ
そと覗きけり
そのまま冬の
その傷愛す
その目のおくが
そらをうつせば
そり反りたる
そろそろ馬車に
そろへ立てたる
そんな家計簿
育ちざかりの
園に奥ある
沿ふて道ある
外まで行列
供えて惜しい
空から私は
空から雪の
空が教えて
空に広ごる
空に高しや
空に乱るる
空のおしゃべり
空の深さよ
空の青さや
空の蒼さに
空の明るさ
空の領域
空は動じず
空までとどく
空より落つる
空をみあげて
空を仰ぎて
空を食ひたる
空を掴んだ
染まりかがやく
染められてゆく
祖父としたかった
祖父との別れ
祖父に言うと
祖父の目線に
祖母に届ける
祖母のまくらに
祖母の家には
祖母の作りし
祖母の手今日も
祖母の笑顔を
祖母の人生
祖母の相手は
素粒子論を
送電線や
底にちらつく
底ぬけてふる
底まで見える
背かれてゐる
反りて頬打つ
蒼天に入る
蒼天を飛ぶ
宙に遊べる
宙をころげる
タオルのような
たおれるように
たがひに高き
たくさんすすきが
たぐりたぐるや
だけで予定を
だけど背後に
たたずむほどに
たたへし朝の
ただよひくるや
ただ深々と
たちまち雨の
たとえるならば
たとえるならば
たどっていったら
たのしむごとく
タバコに豆まく
たばこをやめた
たびに出かける
だぶりだぶりと
たまたま浮くは
たまった時間が
だまって聞いてる
たまる夜雨や
ためにサンタを
たやすく抜けて
ダルマは両目
だれも止らぬ
だんご消失
ダンスを踏んだ
だんだんねむく
たんぽぽみたい
煙草くはへて
黄昏をふむ
確かに生きて
楽しい後の
楽しくはねる
玉の緒つなぐ
高い山から
高う流れて
高きに居りぬ
高きよりみる
高き低きや
高くて遠い
高く干したる
高く流れて
高荷が触れし
高浪越ゆる
試しに一発
出した厚さに
出してやりたる
丈にあまりて
丈初々し
畳の上の
食べるか迷う
薪の上や
垂り葉とどける
垂れ下る手の
絶えず人立つ
絶えず石打つ
束ねあげたる
束ねし髪や
足りない私は
他人行儀な
太鼓の音で
太宰もカントも
楕円に込める
体内時計
台所の水
大の字作った
大河の濁る
大気にふるる
大魚動かず
大群一樹を
大黒柱
大黒柱に
大根のよう
大根笑い
大根抜けて
大将軍の
大地の拍手
大地動かす
大日輪の
大仏拝む
大木倒す
第２ボタンは
蛸がい出す
叩いてゐるや
叩いて季語が
叩けば落ちて
谷に響くや
谷へなだるる
誰かと思えば
誰が絵の具で
誰が折り捨てし
誰にも言えずに
誰もがなれる
誰も知らざる
誰やらが来て
男子三人
田ごとの畦の
田の闇深し
田んぼの色を
田んぼ白鳥
田畑と夕陽と
倒るる如く
倒れかかりし
闘い抜いた
闘ふごとく
便りはりんごに
頼まれてゐる
頼まれゐるや
頼れるものは
立ち去る人の
立ち上りたる
立つて取り来し
立てる間の
橙色を
襷つないで
逞しくなる
Ｔシャツ私の
ちぎつて落す
ちぎり絵真似る
ちぎれちぎれに
ちぎれば香る
チョークの音や
ちょっと切ない
ちよろちよろさせて
チラシを見ては
ちらりちらりと
ちらりと光り
ちりぢりに行く
ちりんちりんと
近くに水仙
近く感じた
近く見せたる
近づいてみる
近づいて来る
近みちとりぬ
契交して
散ってくるのを
縮めた君と
小さい石にも
小さい足音
小さき花や
小さき胸や
小さき手袋
小さき息継ぎ
小さき庭に
小さくなりし
小さく思えた
小さく実る
小さなこぶしは
小さな母が
小さな溜息
知恵比べする
地にひそむもの
地を動かして
地球が回る
地球が裂ける
地球で出会えて
地球にいない
地球の叫び
地球の隅を
地球の青さ
地球の表面
地球の様子
地球を二つに
地球丸いか
地上の川と
茶柱一本
茶柱立てる
中也の詩集
挑戦すると
蝶のように
頂点に立つ
提灯暗き
父に追われて
父に抱かるる
父のかわりに
父のひたいに
父は娘に
父へ顔向け
父限定で
父親の株
力いっぱい
力をかりて
力一杯
ちひさなお空
乳色空に
ついて来る子に
つかのま鳴いて
つかの間ながら
つぎつぎそまる
つぎつぎ屋号
つぎは早口だよ
つきまとはれぬ
つくねんとして
つくひまもない
つくる轆轤や
つづく階段
つつみてひかる
つながっている
つなぎたる手を
つなぎ合わせて
つのれば遠き
つぶした靴を
